"InventoryId","ControlType","ControlName","Label","Event","OldHandler","Classification","CurrentMapping","Evidence"
"110","Button","","＋ ADD PLAYER","Click","AddPlayerToGuild_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"111","Button","","♛ TRANSFER LEADER","Click","TransferGuildLeadership_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"112","Button","","⚑ CLAIM ORPHAN","Click","ClaimOrphanedGuild_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"113","Button","","⚒ REPAIR MAPPINGS","Click","RepairGuildMappings_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"114","Button","","✓ APPLY REPAIR","Click","ApplyGuildRepair_Click","BACKEND REQUIRED","Unsafe or codec-dependent mutation remains a visible disabled BACKEND REQUIRED capability.","MainWindow.axaml capability-truth controls; GUI restoration roadmap"
"115","Button","","▣  CREATE BACKUP","Click","Backup_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"116","Button","","✓  VERIFY SELECTED","Click","VerifyBackup_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"117","Button","","✓  VERIFY ALL","Click","BackupCenterVerifyAll_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"118","Button","","↥  RESTORE SELECTED","Click","Restore_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"119","Button","","🗑  DELETE SELECTED","Click","DeleteBackup_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"120","Button","","↻  REFRESH","Click","RefreshBackups_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"121","Button","","👁  PREVIEW CLEANUP","Click","BackupCenterPreviewRetention_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"122","Button","","✓  APPLY CLEANUP","Click","BackupCenterApplyRetention_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"123","Button","","📂  OPEN BACKUP ROOT","Click","BackupCenterOpenFolder_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"124","Button","","✓  VERIFY & SCAN ALL MODS","Click","VerifyAllMods_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"125","Button","","⇩  EXPORT REPORT","Click","ExportModVerificationReport_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"126","DataGrid","ModDashboardGrid","","SelectionChanged","ModDashboardGrid_SelectionChanged","Intentionally obsolete","WPF presentation event replaced by Avalonia binding, commands, layout, or the single aggregate refresh timer.","MainWindow.axaml; MainWindowViewModel.cs"
"127","Button","","✓  VERIFY SELECTED","Click","VerifySelectedMod_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"128","Button","","⇢  MIGRATE LEGACY MODS","Click","MigrateLegacyMods_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"129","Button","","📂  OPEN MODS FOLDER","Click","OpenModsRoot_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"130","Button","","＋  INSTALL MOD ZIP","Click","BrowseModZip_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"131","Button","","▶  ENABLE SELECTED","Click","EnableSelectedMod_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"132","Button","","▶  ENABLE ALL","Click","EnableAllMods_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"133","Button","","■  DISABLE SELECTED","Click","DisableSelectedMod_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"134","Button","","■  DISABLE ALL","Click","DisableAllMods_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"135","Button","","🔧  REPAIR STATES","Click","RepairModStates_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"136","Button","","🗑  DELETE SELECTED","Click","DeleteMod_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"137","DataGrid","ModsGrid","","SelectionChanged","ModsGrid_SelectionChanged","Intentionally obsolete","WPF presentation event replaced by Avalonia binding, commands, layout, or the single aggregate refresh timer.","MainWindow.axaml; MainWindowViewModel.cs"
"138","Button","","↻  REFRESH","Click","RefreshLocalSteamMods_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"139","Button","","⇩  IMPORT SELECTED","Click","ImportLocalMod_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"140","DataGrid","LocalModsGrid","","SelectionChanged","LocalModsGrid_SelectionChanged","Intentionally obsolete","WPF presentation event replaced by Avalonia binding, commands, layout, or the single aggregate refresh timer.","MainWindow.axaml; MainWindowViewModel.cs"
"141","Button","","↻  REFRESH INFO","Click","RefreshSelectedModInfo_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"142","Button","","⌕  SEARCH ONLINE","Click","SearchSelectedModOnline_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"143","Button","","📂  OPEN FOLDER","Click","OpenSelectedModFolder_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"144","Button","","↗  OPEN WORKSHOP","Click","OpenSelectedWorkshop_Click","BACKEND REQUIRED","Unsafe or codec-dependent mutation remains a visible disabled BACKEND REQUIRED capability.","MainWindow.axaml capability-truth controls; GUI restoration roadmap"
"145","CheckBox","ScheduledRestartCheck","Daily restart","Checked","ScheduledRestartCheck_Changed","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"146","CheckBox","ScheduledRestartCheck","Daily restart","Unchecked","ScheduledRestartCheck_Changed","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"147","Button","","✓  SAVE AUTOMATION","Click","SaveAutomation_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"148","Button","","⌕  BROWSE","Click","BrowseServerRoot_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"149","Button","","⌕  BROWSE","Click","BrowseSteamCmd_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"150","Button","","⌕  BROWSE","Click","BrowseBackupRoot_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"151","TextBox","ApiPasswordVisibleBox","","TextChanged","ApiPasswordVisibleBox_TextChanged","Intentionally obsolete","WPF presentation event replaced by Avalonia binding, commands, layout, or the single aggregate refresh timer.","MainWindow.axaml; MainWindowViewModel.cs"
"152","ToggleButton","PasswordVisibilityToggle","👁","Checked","PasswordVisibilityToggle_Checked","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"153","ToggleButton","PasswordVisibilityToggle","👁","Unchecked","PasswordVisibilityToggle_Unchecked","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"154","Button","","✓  SAVE SETTINGS","Click","SaveSettings_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"155","Button","","✚  RUN FULL DIAGNOSTIC","Click","RunServerDoctor_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"156","Button","","⚠  FORCE CLEANUP","Click","ForceCleanup_Click","BACKEND REQUIRED","Unsafe or codec-dependent mutation remains a visible disabled BACKEND REQUIRED capability.","MainWindow.axaml capability-truth controls; GUI restoration roadmap"
"157","Button","StartStabilityTestButton","▶  START TEST","Click","StartStabilityTest_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"158","Button","StopStabilityTestButton","■  STOP TEST","Click","StopStabilityTest_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"159","Button","","ℹ  VANILLA","Click","PrepareVanillaIsolation_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"160","Button","","ℹ  UE4SS ONLY","Click","PrepareUe4ssIsolation_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"161","Button","","↶  RESTORE STATE","Click","RestoreIsolationState_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"162","Button","","↻  REFRESH EVENTS","Click","RefreshServerEvents_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"163","Button","","↻  REFRESH","Click","RefreshCrashAnalyzer_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"164","Button","","▣  OPEN DIAGNOSTICS","Click","OpenDiagnosticsFolder_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"165","DataGrid","CrashHistoryGrid","","SelectionChanged","CrashHistoryGrid_SelectionChanged","Intentionally obsolete","WPF presentation event replaced by Avalonia binding, commands, layout, or the single aggregate refresh timer.","MainWindow.axaml; MainWindowViewModel.cs"
"166","Button","UpdateCheckAllButton","↻  CHECK ALL UPDATES","Click","RefreshUpdateCenter_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"167","Button","UpdateAllAvailableButton","⬇  UPDATE ALL AVAILABLE","Click","UpdateAllAvailable_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"168","Button","UpdateCenterActionButton","{Binding Action}","Click","UpdateCenterRowAction_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"169","Button","","↻  REFRESH","Click","RefreshModRuntime_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"170","Button","","📂  OPEN RUNTIME","Click","OpenModRuntimeFolder_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"171","Button","ModRuntimeToggleButton","■  DISABLE","Click","ToggleModRuntime_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"172","Button","","✓  VERIFY","Click","VerifyModRuntime_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"173","ComboBox","Ue4ssSourceCombo","","SelectionChanged","Ue4ssSourceCombo_SelectionChanged","Intentionally obsolete","WPF presentation event replaced by Avalonia binding, commands, layout, or the single aggregate refresh timer.","MainWindow.axaml; MainWindowViewModel.cs"
"174","ComboBox","Ue4ssReleaseCombo","","SelectionChanged","Ue4ssReleaseCombo_SelectionChanged","Intentionally obsolete","WPF presentation event replaced by Avalonia binding, commands, layout, or the single aggregate refresh timer.","MainWindow.axaml; MainWindowViewModel.cs"
"175","Button","","↻  REFRESH RELEASES","Click","CheckUe4ssVersions_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"176","Button","","✓  VERIFY VERSION","Click","VerifyUe4ssRuntimeVersion_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"177","Button","","⬇  INSTALL SELECTED","Click","InstallSelectedUe4ssRelease_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"178","Button","","↗  GITHUB RELEASES","Click","OpenUe4ssGithub_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"179","Button","","⇩  IMPORT RUNTIME ZIP","Click","ImportModRuntimeZip_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"180","Button","","▣  BACKUP CURRENT","Click","BackupModRuntime_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"181","Button","","↶  RESTORE SNAPSHOT","Click","RestoreModRuntimeSnapshot_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"182","Button","","◎  INSPECT ACTIVE WORLD","Click","InspectActiveWorld_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"183","Button","","↻  REFRESH","Click","RefreshSaveInspector_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"184","Button","","⇧  EXPORT REPORT","Click","ExportSaveDiagnostics_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"185","Button","","📂  OPEN WORLD FOLDER","Click","OpenInspectedWorldFolder_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"186","Button","","📂  BROWSE LEVEL.SAV","Click","BrowseSaveInspector_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"187","Button","","⌕  INSPECT","Click","InspectSelectedSave_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"188","Button","","♟  OPEN PLAYERS MANAGER","Click","OpenPlayersManager_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"189","Button","","♜  OPEN GUILDS MANAGER","Click","OpenGuildsManager_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"190","Button","","⌂  OPEN BASE MANAGER","Click","OpenBasesManager_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"191","TextBox","SaveInspectorFileSearchBox","","TextChanged","SaveInspectorFileSearch_TextChanged","Intentionally obsolete","WPF presentation event replaced by Avalonia binding, commands, layout, or the single aggregate refresh timer.","MainWindow.axaml; MainWindowViewModel.cs"
"192","ComboBox","SaveInspectorCategoryFilter","","SelectionChanged","SaveInspectorCategoryFilter_SelectionChanged","Intentionally obsolete","WPF presentation event replaced by Avalonia binding, commands, layout, or the single aggregate refresh timer.","MainWindow.axaml; MainWindowViewModel.cs"
"193","DataGrid","SaveInspectorFilesGrid","","SelectionChanged","SaveInspectorFilesGrid_SelectionChanged","Intentionally obsolete","WPF presentation event replaced by Avalonia binding, commands, layout, or the single aggregate refresh timer.","MainWindow.axaml; MainWindowViewModel.cs"
"194","Button","","↻  VALIDATE ACTIVE WORLD","Click","WorldValidatorRefresh_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"195","Button","","📂  OPEN REPAIRS","Click","WorldValidatorOpenRepair_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"196","Button","","⇧  EXPORT REPORT","Click","WorldValidatorExport_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"197","DataGrid","WorldValidatorFindingsGrid","","SelectionChanged","WorldValidatorSelection_Changed","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"198","Button","","📦  SELECT ARCHIVE","Click","WorldImportSelectArchive_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"199","Button","","⌕  ANALYZE","Click","WorldImportAnalyze_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"200","Button","","✓  ACCEPT OPTIONS","Click","WorldImportAcceptOptions_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"201","Button","","👁  REVIEW PLAN","Click","WorldImportReviewPlan_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"202","Button","","✓  VALIDATE","Click","WorldImportValidate_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"203","Button","","⚠  IMPORT & ACTIVATE","Click","WorldImportApply_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"204","Button","","📂  OPEN IMPORTED WORLD","Click","WorldImportOpenResult_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"205","Button","","↻  SCAN WORLD","Click","RepairCenterScan_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"206","DataGrid","SaveInspectorRepairGrid","","SelectionChanged","RepairCenterSelectionChanged","Intentionally obsolete","WPF presentation event replaced by Avalonia binding, commands, layout, or the single aggregate refresh timer.","MainWindow.axaml; MainWindowViewModel.cs"
"207","Button","","👁  PREVIEW SELECTED","Click","PreviewSelectedRepairs_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"208","Button","","☐  CLEAR SELECTION","Click","RepairCenterClearSelection_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"209","Button","","↻  REFRESH","Click","RefreshTransactionHistory_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"210","Button","","📂  OPEN JOURNALS","Click","OpenTransactionFolder_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"211","TextBox","TransactionSearchBox","","TextChanged","TransactionFilter_Changed","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"212","ComboBox","TransactionStateFilter","","SelectionChanged","TransactionFilter_Changed","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"213","ComboBox","TransactionOperationFilter","","SelectionChanged","TransactionFilter_Changed","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"214","DataGrid","TransactionHistoryGrid","","SelectionChanged","TransactionHistoryGrid_SelectionChanged","Intentionally obsolete","WPF presentation event replaced by Avalonia binding, commands, layout, or the single aggregate refresh timer.","MainWindow.axaml; MainWindowViewModel.cs"
